Age,Country
37,argentina
25,argentina
24,argentina
21,argentina
24,argentina
21,argentina
36,argentina
19,argentina
23,argentina
21,argentina
48,argentina
42,argentina
66,argentina
43,argentina
0,argentina
40,argentina
0,argentina
28,argentina
26,argentina
22,argentina
34,argentina
0,argentina
23,argentina
16,argentina
42,argentina
18,argentina
27,argentina
22,argentina
25,argentina
24,argentina
20,argentina
44,argentina
29,argentina
26,argentina
36,argentina
22,argentina
45,argentina
25,argentina
39,argentina
24,argentina
53,argentina
29,argentina
37,argentina
32,argentina
48,argentina
37,argentina
45,argentina
33,argentina
53,argentina
51,argentina
43,argentina
0,argentina
46,argentina
42,argentina
47,argentina
34,argentina
26,argentina
34,argentina
48,argentina
26,argentina
22,argentina
27,argentina
24,argentina
40,argentina
23,argentina
27,argentina
22,argentina
48,argentina
26,argentina
34,argentina
30,argentina
0,argentina
40,argentina
38,argentina
23,argentina
33,argentina
18,argentina
36,argentina
17,argentina
27,argentina
25,argentina
38,argentina
49,argentina
25,argentina
59,argentina
35,argentina
22,argentina
21,argentina
18,argentina
23,argentina
0,argentina
26,argentina
0,argentina
19,argentina
59,argentina
46,argentina
28,argentina
33,argentina
53,argentina
23,argentina
32,argentina
0,argentina
35,argentina
59,argentina
36,argentina
21,argentina
26,argentina
41,argentina
53,argentina
55,argentina
20,argentina
22,argentina
22,argentina
21,argentina
26,argentina
48,argentina
0,argentina
30,argentina
56,argentina
24,argentina
23,argentina
17,argentina
1,argentina
25,argentina
33,argentina
32,argentina
24,argentina
17,argentina
23,argentina
35,argentina
0,argentina
17,argentina
23,argentina
0,argentina
25,argentina
16,argentina
21,argentina
18,argentina
22,argentina
0,argentina
38,argentina
18,argentina
45,argentina
19,argentina
43,argentina
27,argentina
41,argentina
28,argentina
22,argentina
22,argentina
31,argentina
39,argentina
22,argentina
28,argentina
18,argentina
27,argentina
17,argentina
43,argentina
72,argentina
18,argentina
59,argentina
45,argentina
40,argentina
24,argentina
33,argentina
22,argentina
26,argentina
28,argentina
45,argentina
0,argentina
33,argentina
55,argentina
28,argentina
46,argentina
21,argentina
29,argentina
24,argentina
0,argentina
34,argentina
0,argentina
0,argentina
0,argentina
31,argentina
27,argentina
28,argentina
19,argentina
0,argentina
29,argentina
28,argentina
37,argentina
41,argentina
19,argentina
28,argentina
23,argentina
0,argentina
15,argentina
27,argentina
55,argentina
26,argentina
37,argentina
28,argentina
21,argentina
36,argentina
17,argentina
37,argentina
34,argentina
24,argentina
50,argentina
21,argentina
43,argentina
62,argentina
21,argentina
19,argentina
50,argentina
48,argentina
17,argentina
21,argentina
21,argentina
34,argentina
29,argentina
0,argentina
27,argentina
31,argentina
25,argentina
32,argentina
19,argentina
26,argentina
44,argentina
43,argentina
23,argentina
29,argentina
25,argentina
24,argentina
49,argentina
31,argentina
24,argentina
26,argentina
60,argentina
24,argentina
0,argentina
29,argentina
22,argentina
25,argentina
42,argentina
26,argentina
20,argentina
23,argentina
45,argentina
35,argentina
29,argentina
38,argentina
41,argentina
0,argentina
17,argentina
50,argentina
30,argentina
32,argentina
31,argentina
21,argentina
48,argentina
31,argentina
0,argentina
29,argentina
26,argentina
45,argentina
58,argentina
24,argentina
0,argentina
23,argentina
0,argentina
33,argentina
28,argentina
31,argentina
62,argentina
41,argentina
33,argentina
25,argentina
27,argentina
61,argentina
19,argentina
19,argentina
36,argentina
45,argentina
60,argentina
29,argentina
39,argentina
17,argentina
38,argentina
26,argentina
51,argentina
43,argentina
28,argentina
28,argentina
23,argentina
3,argentina
22,argentina
16,argentina
28,argentina
17,argentina
0,argentina
31,argentina
19,argentina
31,argentina
29,argentina
25,argentina
26,argentina
35,argentina
26,argentina
39,argentina
0,argentina
16,argentina
17,argentina
28,argentina
25,argentina
22,argentina
58,argentina
33,argentina
32,argentina
31,argentina
42,argentina
24,argentina
21,argentina
28,argentina
37,argentina
27,argentina
22,argentina
16,argentina
40,argentina
29,argentina
17,argentina
42,argentina
16,argentina
45,argentina
27,argentina
52,argentina
40,argentina
25,argentina
37,argentina
28,argentina
47,argentina
22,argentina
54,argentina
32,argentina
37,argentina
0,argentina
56,argentina
0,argentina
28,argentina
14,argentina
21,argentina
25,argentina
23,argentina
16,argentina
32,argentina
24,argentina
21,argentina
57,argentina
34,argentina
23,argentina
31,argentina
41,argentina
0,argentina
0,argentina
28,argentina
58,argentina
45,argentina
16,argentina
39,argentina
29,argentina
36,argentina
19,argentina
28,argentina
61,argentina
28,argentina
25,argentina
27,argentina
19,argentina
38,argentina
0,argentina
26,argentina
23,argentina
0,argentina
21,argentina
32,argentina
27,argentina
19,argentina
41,argentina
0,argentina
0,argentina
58,argentina
25,argentina
62,argentina
23,argentina
43,argentina
34,argentina
26,argentina
0,argentina
26,argentina
38,argentina
28,argentina
24,argentina
25,argentina
28,argentina
22,argentina
0,argentina
0,argentina
26,argentina
27,argentina
18,argentina
20,argentina
0,argentina
49,argentina
49,argentina
17,argentina
0,argentina
22,argentina
22,argentina
0,argentina
38,argentina
27,argentina
23,argentina
45,argentina
20,argentina
43,argentina
22,argentina
0,argentina
25,argentina
36,argentina
19,argentina
52,argentina
22,argentina
14,argentina
0,argentina
47,argentina
25,argentina
36,argentina
51,argentina
0,argentina
37,argentina
58,argentina
0,argentina
23,argentina
54,argentina
15,argentina
0,argentina
53,argentina
44,argentina
36,argentina
13,argentina
16,argentina
20,argentina
28,argentina
49,argentina
0,argentina
38,argentina
30,argentina
22,argentina
26,argentina
47,argentina
31,argentina
0,argentina
16,argentina
40,argentina
28,argentina
13,argentina
0,argentina
0,argentina
33,argentina
30,argentina
49,argentina
28,argentina
29,argentina
31,argentina
34,argentina
53,argentina
60,argentina
19,argentina
21,argentina
20,argentina
13,argentina
34,argentina
35,argentina
31,argentina
0,argentina
22,argentina
26,argentina
21,argentina
28,argentina
41,argentina
37,argentina
37,argentina
22,argentina
36,argentina
19,argentina
45,argentina
26,argentina
67,argentina
42,argentina
17,argentina
29,argentina
22,argentina
18,argentina
31,argentina
37,argentina
20,argentina
25,argentina
67,argentina
29,argentina
29,argentina
35,argentina
20,argentina
34,argentina
37,argentina
51,argentina
21,argentina
41,argentina
29,argentina
40,argentina
41,argentina
21,argentina
47,argentina
24,argentina
41,argentina
29,argentina
24,argentina
29,argentina
23,argentina
14,argentina
26,argentina
46,argentina
25,argentina
52,argentina
36,argentina
36,argentina
35,argentina
28,argentina
32,argentina
43,argentina
34,argentina
26,argentina
0,argentina
28,argentina
22,argentina
25,argentina
38,argentina
31,argentina
48,argentina
44,argentina
17,argentina
0,argentina
27,argentina
16,argentina
37,argentina
19,argentina
26,argentina
29,argentina
28,argentina
20,argentina
24,argentina
26,argentina
0,argentina
0,argentina
34,argentina
26,argentina
20,argentina
36,argentina
12,argentina
22,argentina
28,argentina
59,argentina
42,argentina
28,argentina
37,argentina
17,argentina
0,argentina
21,argentina
49,argentina
24,argentina
0,argentina
47,argentina
32,argentina
38,argentina
43,argentina
27,argentina
22,argentina
24,argentina
38,argentina
29,argentina
27,argentina
21,argentina
41,argentina
17,argentina
21,argentina
21,argentina
19,argentina
44,argentina
20,argentina
44,argentina
55,argentina
17,argentina
41,argentina
26,argentina
50,argentina
58,argentina
16,argentina
42,argentina
29,argentina
0,argentina
43,argentina
18,argentina
20,argentina
33,argentina
23,argentina
44,argentina
18,argentina
0,argentina
26,argentina
27,argentina
28,argentina
28,argentina
20,argentina
17,argentina
14,argentina
35,argentina
15,argentina
48,argentina
35,argentina
38,argentina
15,argentina
40,argentina
22,argentina
20,argentina
20,argentina
33,argentina
46,argentina
30,argentina
22,argentina
26,argentina
0,argentina
25,argentina
19,argentina
44,argentina
36,argentina
23,argentina
37,argentina
40,argentina
16,argentina
25,argentina
38,argentina
35,argentina
40,argentina
17,argentina
41,argentina
25,argentina
38,argentina
19,argentina
29,argentina
25,argentina
26,argentina
31,argentina
21,argentina
14,argentina
19,argentina
24,argentina
26,argentina
25,argentina
27,argentina
34,argentina
65,argentina
30,argentina
22,argentina
0,argentina
42,argentina
52,argentina
33,argentina
19,argentina
33,argentina
20,argentina
26,argentina
19,argentina
24,argentina
32,argentina
39,argentina
25,argentina
47,argentina
46,argentina
20,argentina
35,argentina
53,argentina
62,argentina
17,argentina
25,argentina
50,argentina
40,argentina
25,argentina
0,argentina
47,argentina
29,argentina
36,argentina
23,argentina
24,argentina
28,argentina
65,argentina
26,argentina
45,argentina
0,argentina
24,argentina
20,argentina
32,argentina
39,argentina
45,argentina
42,argentina
40,argentina
37,argentina
39,argentina
38,argentina
61,argentina
20,argentina
24,argentina
37,argentina
20,argentina
24,argentina
20,argentina
28,argentina
35,argentina
21,argentina
24,argentina
29,argentina
32,argentina
0,argentina
18,argentina
51,argentina
27,argentina
35,argentina
30,argentina
30,argentina
19,argentina
41,argentina
30,argentina
38,argentina
25,argentina
25,argentina
19,argentina
16,argentina
24,argentina
19,argentina
19,argentina
0,argentina
48,argentina
25,argentina
35,argentina
20,argentina
18,argentina
49,argentina
42,argentina
13,argentina
23,argentina
69,argentina
44,argentina
27,argentina
32,argentina
19,argentina
37,argentina
0,argentina
33,argentina
15,argentina
10,argentina
24,argentina
19,argentina
53,argentina
24,armenia
0,armenia
0,armenia
33,armenia
19,armenia
26,armenia
49,armenia
59,armenia
0,armenia
0,aroostook
0,aruba
0,aruba
14,aruba
0,aruba
19,asturies
0,auckland
5,austbritania
32,australia
32,australia
38,australia
30,australia
15,australia
23,australia
33,australia
26,australia
15,australia
45,australia
14,australia
16,australia
36,australia
53,australia
49,australia
0,australia
0,australia
16,australia
47,australia
38,australia
26,australia
35,australia
30,australia
16,australia
45,australia
13,australia
19,australia
48,australia
26,australia
30,australia
33,australia
13,australia
27,australia
52,australia
31,australia
0,australia
58,australia
16,australia
14,australia
41,australia
0,australia
0,australia
0,australia
20,australia
0,australia
14,australia
33,australia
20,australia
0,australia
53,australia
59,australia
0,australia
19,australia
18,australia
0,australia
31,australia
40,australia
23,australia
31,australia
36,australia
39,australia
17,australia
18,australia
20,australia
40,australia
40,australia
36,australia
0,australia
30,australia
0,australia
16,australia
61,australia
0,australia
38,australia
0,australia
0,australia
15,australia
44,australia
44,australia
43,australia
40,australia
20,australia
50,australia
15,australia
0,australia
0,australia
20,australia
0,australia
55,australia
43,australia
19,australia
42,australia
33,australia
15,australia
0,australia
0,australia
0,australia
0,australia
49,australia
41,australia
58,australia
28,australia
0,australia
24,australia
36,australia
0,australia
0,australia
0,australia
0,australia
42,australia
35,australia
17,australia
51,australia
46,australia
0,australia
0,australia
51,australia
0,australia
26,australia
0,australia
54,australia
17,australia
0,australia
31,australia
31,australia
14,australia
0,australia
36,australia
0,australia
32,australia
0,australia
0,australia
25,australia
53,australia
13,australia
29,australia
26,australia
22,australia
15,australia
34,australia
17,australia
20,australia
15,australia
14,australia
0,australia
38,australia
22,australia
31,australia
23,australia
24,australia
15,australia
13,australia
19,australia
0,australia
46,australia
26,australia
30,australia
61,australia
0,australia
21,australia
58,australia
31,australia
54,australia
49,australia
0,australia
25,australia
0,australia
36,australia
0,australia
19,australia
24,australia
57,australia
48,australia
14,australia
0,australia
13,australia
14,australia
41,australia
24,australia
12,australia
27,australia
0,australia
27,australia
28,australia
36,australia
14,australia
40,australia
21,australia
0,australia
27,australia
27,australia
34,australia
0,australia
13,australia
51,australia
42,australia
46,australia
0,australia
13,australia
0,australia
31,australia
0,australia
0,australia
0,australia
50,australia
0,australia
36,australia
20,australia
39,australia
0,australia
15,australia
36,australia
20,australia
42,australia
34,australia
15,australia
52,australia
0,australia
59,australia
52,australia
32,australia
0,australia
15,australia
19,australia
0,australia
0,australia
21,australia
0,australia
14,australia
15,australia
23,australia
24,australia
0,australia
41,australia
53,australia
35,australia
23,australia
0,australia
13,australia
0,australia
0,australia
0,australia
13,australia
33,australia
56,australia
23,australia
0,australia
0,australia
39,australia
0,australia
15,australia
27,australia
0,australia
0,australia
24,australia
23,australia
39,australia
62,australia
21,australia
35,australia
47,australia
37,australia
37,australia
45,australia
16,australia
34,australia
0,australia
0,australia
21,australia
26,australia
0,australia
0,australia
32,australia
0,australia
18,australia
0,australia
40,australia
0,australia
37,australia
14,australia
43,australia
33,australia
13,australia
52,australia
0,australia
14,australia
0,australia
0,australia
26,australia
0,australia
44,australia
31,australia
37,australia
61,australia
32,australia
15,australia
26,australia
22,australia
33,australia
41,australia
18,australia
34,australia
23,australia
28,australia
21,australia
0,australia
16,australia
0,australia
24,australia
27,australia
24,australia
42,australia
26,australia
0,australia
25,australia
14,australia
61,australia
33,australia
0,australia
36,australia
13,australia
14,australia
0,australia
53,australia
42,australia
15,australia
0,australia
37,australia
56,australia
35,australia
37,australia
21,australia
46,australia
59,australia
0,australia
0,australia
22,australia
15,australia
31,australia
40,australia
22,australia
0,australia
40,australia
0,australia
55,australia
29,australia
27,australia
40,australia
0,australia
24,australia
0,australia
14,australia
54,australia
39,australia
35,australia
16,australia
28,australia
32,australia
0,australia
0,australia
14,australia
0,australia
21,australia
0,australia
37,australia
42,australia
38,australia
0,australia
16,australia
29,australia
66,australia
0,australia
46,australia
21,australia
0,australia
19,australia
13,australia
0,australia
74,australia
45,australia
0,australia
0,australia
22,australia
23,australia
0,australia
15,australia
31,australia
29,australia
27,australia
37,australia
32,australia
42,australia
36,australia
23,australia
14,australia
28,australia
28,australia
26,australia
24,australia
28,australia
20,australia
23,australia
57,australia
39,australia
0,australia
37,australia
15,australia
38,australia
14,australia
1,australia
60,australia
23,australia
0,australia
34,australia
66,australia
14,australia
29,australia
60,australia
40,australia
28,australia
25,australia
16,australia
43,australia
51,australia
13,australia
32,australia
22,australia
15,australia
55,australia
52,australia
0,australia
0,australia
24,australia
44,australia
27,australia
29,australia
22,australia
38,australia
29,australia
12,australia
41,australia
0,australia
15,australia
21,australia
0,australia
17,australia
15,australia
35,australia
75,australia
30,australia
13,australia
32,australia
14,australia
0,australia
15,australia
0,australia
28,australia
16,australia
46,australia
18,australia
29,australia
27,australia
26,australia
43,australia
51,australia
35,australia
28,australia
0,australia
38,australia
48,australia
32,australia
34,australia
46,australia
35,australia
26,australia
48,australia
56,australia
0,australia
16,australia
32,australia
0,australia
34,australia
56,australia
31,australia
24,australia
54,australia
36,australia
0,australia
39,australia
27,australia
0,australia
25,australia
20,australia
40,australia
58,australia
58,australia
66,australia
35,australia
0,australia
0,australia
27,australia
49,australia
40,australia
34,australia
67,australia
26,australia
24,australia
24,australia
26,australia
36,australia
23,australia
65,australia
0,australia
0,australia
21,australia
0,australia
40,australia
0,australia
55,australia
25,australia
30,australia
15,australia
41,australia
27,australia
57,australia
26,australia
31,australia
23,australia
32,australia
50,australia
43,australia
36,australia
0,australia
21,australia
20,australia
19,australia
33,australia
59,australia
0,australia
30,australia
30,australia
46,australia
20,australia
0,australia
36,australia
25,australia
67,australia
37,australia
53,australia
59,australia
0,australia
14,australia
57,australia
24,australia
0,australia
0,australia
14,australia
17,australia
29,australia
0,australia
32,australia
41,australia
54,australia
45,australia
32,australia
86,australia
34,australia
53,australia
58,australia
46,australia
24,australia
24,australia
0,australia
18,australia
24,australia
67,australia
0,australia
40,australia
36,australia
44,australia
15,australia
25,australia
19,australia
15,australia
42,australia
25,australia
0,australia
38,australia
0,australia
35,australia
15,australia
15,australia
50,australia
57,australia
26,australia
0,australia
31,australia
65,australia
18,australia
0,australia
29,australia
73,australia
42,australia
35,australia
20,australia
0,australia
36,australia
47,australia
26,australia
36,australia
55,australia
0,australia
0,australia
32,australia
13,australia
0,australia
37,australia
28,australia
0,australia
0,australia
24,australia
21,australia
45,australia
16,australia
22,australia
31,australia
59,australia
42,australia
24,australia
16,australia
32,australia
0,australia
0,australia
55,australia
55,australia
35,australia
43,australia
51,australia
57,australia
0,australia
14,australia
16,australia
0,australia
13,australia
55,australia
0,australia
0,australia
25,australia
50,australia
19,australia
33,australia
35,australia
44,australia
60,australia
29,australia
0,australia
50,australia
0,australia
16,australia
55,australia
0,australia
36,australia
0,australia
15,australia
52,australia
0,australia
42,australia
0,australia
51,australia
47,australia
0,australia
32,australia
40,australia
0,australia
42,australia
15,australia
0,australia
38,australia
41,australia
0,australia
13,australia
0,australia
0,australia
0,australia
50,australia
26,australia
0,australia
16,australia
18,australia
28,australia
36,australia
38,australia
0,australia
59,australia
65,australia
31,australia
17,australia
50,australia
0,australia
44,australia
0,australia
0,australia
14,australia
16,australia
34,australia
24,australia
11,australia
52,australia
34,australia
49,australia
61,australia
13,australia
0,australia
20,australia
39,australia
0,australia
56,australia
46,australia
37,australia
47,australia
0,australia
0,australia
0,australia
38,australia
15,australia
52,australia
16,australia
14,australia
15,australia
32,australia
51,australia
17,australia
0,australia
21,australia
19,australia
55,australia
0,australia
0,australia
0,australia
20,australia
48,australia
24,australia
39,australia
29,australia
39,australia
29,australia
0,australia
15,australia
42,australia
30,australia
0,australia
31,australia
0,australia
45,australia
14,australia
60,australia
14,australia
36,australia
46,australia
0,australia
16,australia
16,australia
26,australia
29,australia
24,australia
13,australia
39,australia
44,australia
18,australia
55,australia
29,australia
15,australia
0,australia
24,australia
32,australia
15,australia
19,australia
41,australia
46,australia
15,australia
30,australia
0,australia
28,australia
39,australia
0,australia
32,australia
0,australia
46,australia
0,australia
19,australia
40,australia
45,australia
28,australia
0,australia
0,australia
28,australia
32,australia
20,australia
15,australia
51,australia
47,australia
38,australia
46,australia
0,australia
30,australia
29,australia
20,australia
35,australia
48,australia
20,australia
37,australia
47,australia
46,australia
0,australia
23,australia
28,australia
45,australia
47,australia
48,australia
17,australia
30,australia
0,australia
23,australia
0,australia
27,australia
0,australia
57,australia
37,australia
0,australia
26,australia
27,australia
0,australia
0,australia
50,australia
51,australia
67,australia
40,australia
16,australia
40,australia
35,australia
40,australia
0,australia
35,australia
33,australia
0,australia
60,australia
28,australia
33,australia
14,australia
0,australia
0,australia
0,australia
0,australia
54,australia
53,australia
20,australia
32,australia
33,australia
39,australia
40,australia
0,australia
32,australia
41,australia
27,australia
0,australia
16,australia
35,australia
17,australia
53,australia
0,australia
0,australia
21,australia
0,australia
34,australia
23,australia
15,australia
22,australia
24,australia
21,australia
45,australia
23,australia
27,australia
43,australia
49,australia
41,australia
0,australia
0,australia
27,australia
28,australia
14,australia
16,australia
40,australia
0,australia
49,australia
50,australia
0,australia
0,australia
37,australia
47,australia
31,australia
49,australia
58,australia
30,australia
0,australia
32,australia
42,australia
47,australia
0,australia
13,australia
14,australia
0,australia
54,australia
4,australia
19,australia
0,australia
59,australia
24,australia
0,australia
0,australia
32,australia
0,australia
52,australia
14,australia
40,australia
15,australia
36,australia
14,australia
30,australia
13,australia
45,australia
14,australia
0,australia
0,australia
24,australia
0,australia
0,australia
23,australia
48,australia
0,australia
46,australia
54,australia
54,australia
36,australia
14,australia
46,australia
26,australia
33,australia
0,australia
17,australia
28,australia
13,australia
0,australia
0,australia
29,australia
0,australia
47,australia
34,australia
0,australia
29,australia
33,australia
24,australia
0,australia
24,australia
49,australia
24,australia
23,australia
53,australia
64,australia
0,australia
14,australia
47,australia
21,australia
31,australia
0,australia
46,australia
26,australia
26,australia
35,australia
42,australia
0,australia
0,australia
0,australia
15,australia
18,australia
19,australia
18,australia
51,australia
48,australia
26,australia
15,australia
45,australia
25,australia
26,australia
33,australia
16,australia
22,australia
57,australia
32,australia
23,australia
33,australia
46,australia
25,australia
25,australia
52,australia
37,australia
0,australia
13,australia
29,australia
0,australia
14,australia
30,australia
50,australia
21,australia
29,australia
29,australia
0,australia
62,australia
14,australia
13,australia
0,australia
61,australia
46,australia
44,australia
19,australia
14,australia
0,australia
0,australia
29,australia
24,australia
2,australia
27,australia
0,australia
76,australia
0,australia
30,australia
22,australia
25,australia
32,australia
0,australia
0,australia
31,australia
0,australia
47,australia
39,australia
0,australia
0,australia
0,australia
16,australia
0,australia
44,australia
13,australia
0,australia
18,australia
23,australia
18,australia
0,australia
61,australia
0,australia
21,australia
0,australia
21,australia
13,australia
0,australia
17,australia
0,australia
16,australia
58,australia
0,australia
0,australia
30,australia
59,australia
53,australia
21,australia
14,australia
44,australia
39,australia
57,australia
0,australia
15,australia
25,australia
47,australia
0,australia
14,australia
26,australia
13,australia
20,australia
32,australia
29,australia
25,australia
15,australia
42,australia
13,australia
31,australia
14,australia
22,australia
0,australia
36,australia
0,australia
0,australia
15,australia
29,australia
71,australia
49,australia
14,australia
31,australia
23,australia
31,australia
29,australia
21,australia
74,australia
0,australia
25,australia
23,australia
40,australia
47,australia
47,australia
15,australia
22,australia
22,australia
0,australia
43,australia
0,australia
34,australia
55,australia
28,australia
13,australia
22,australia
36,australia
44,australia
51,australia
64,australia
16,australia
0,australia
73,australia
33,australia
0,australia
16,australia
28,australia
0,australia
71,australia
38,australia
0,australia
0,australia
0,australia
0,australia
61,australia
47,australia
34,australia
14,australia
30,australia
31,australia
13,australia
24,australia
0,australia
32,australia
36,australia
0,australia
20,australia
36,australia
0,australia
0,australia
38,australia
0,australia
40,australia
45,australia
0,australia
34,australia
19,australia
0,australia
0,australia
18,australia
50,australia
40,australia
0,australia
17,australia
30,australia
15,australia
26,australia
0,australia
39,australia
48,australia
58,australia
0,australia
29,australia
32,australia
22,australia
0,australia
0,australia
15,australia
20,australia
14,australia
0,australia
20,australia
33,australia
22,australia
0,australia
50,australia
41,australia
31,australia
37,australia
28,australia
45,australia
0,australia
32,australia
28,australia
14,australia
56,australia
40,australia
0,australia
35,australia
17,australia
26,australia
14,australia
0,australia
0,australia
22,australia
0,australia
66,australia
0,australia
73,australia
54,australia
0,australia
39,australia
1,australia
0,australia
